pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
7.926,26.654,6.007,28.96832,6.302,9.17892,22.9473,Fair
7.933,26.679,3.802,28.865920000000003,6.444,7.96912,19.9228,Good
7.926,26.701,6.599,28.82944,6.443,9.666680000000001,24.166700000000002,Fair
7.946,26.746,12.028,28.77504,6.488,12.786080000000002,31.965200000000003,Poor
7.95,26.78,4.498,28.77056,6.62,8.440400000000002,21.101000000000003,Good
7.929,26.807,4.169,28.75456,6.255,8.628359999999999,21.570899999999998,Good
7.952,26.815,4.105,28.68096,6.672,8.649799999999999,21.624499999999998,Good
7.956,26.842,4.738,28.73792,6.799,8.87176,22.1794,Good
7.945,26.845,6.378,28.682240000000004,6.862,10.069600000000001,25.174,Fair
7.905,26.858,7.348,28.74432,6.091,10.54544,26.363599999999998,Fair
7.948,26.871,7.99,28.77888,6.766,11.213280000000001,28.0332,Fair
7.947,26.896,4.291,28.76288,6.774,8.903080000000001,22.2577,Good
7.934,26.916,3.456,28.737280000000002,6.763,7.89888,19.7472,Good
7.928,26.911,6.777,28.75584,6.726,10.00708,25.017699999999998,Fair
7.913,26.922,4.304,28.764160000000004,6.421,8.33696,20.842399999999998,Good
7.942,26.96,3.484,28.8288,6.671,8.5416,21.354,Good
7.927,26.962,8.359,28.8608,6.625,10.82676,27.0669,Fair
7.939,26.997,4.457,28.8992,6.721,9.04356,22.6089,Good
7.945,26.987,5.082,28.86336,7.034,9.946560000000002,24.866400000000002,Fair
7.954,26.945,4.111,29.073919999999998,6.781,9.3526,23.3815,Good
7.961,26.997,4.292,29.06432,6.91,10.03816,25.095399999999998,Good
7.97,27.004,4.647,29.10656,6.918,10.440520000000001,26.101300000000002,Good
7.966,27.003,4.605,29.054720000000003,7.153,10.099240000000002,25.248100000000004,Good
7.978,26.972,5.649,29.02528,6.949,11.47756,28.6939,Fair
7.979,26.961,4.95,29.01376,7.195,10.73168,26.8292,Good
7.961,26.946,5.537,29.09824,6.738,10.19708,25.4927,Fair
7.952,26.962,5.105,29.03616,6.794,10.75356,26.8839,Fair
7.954,26.894,6.167,29.028480000000002,6.575,11.04212,27.6053,Fair
7.954,26.846,5.518,28.7168,6.871,10.37048,25.9262,Fair
7.963,26.828,5.285,28.50624,7.02,10.335640000000001,25.839100000000002,Fair
7.955,26.854,5.463,28.58944,6.903,9.662120000000002,24.1553,Fair
7.967,26.861,5.698,28.727040000000002,7.002,10.43008,26.0752,Fair
7.964,26.859,3.593,28.78976,6.985,9.438920000000001,23.5973,Good
7.962,26.926,3.792,28.96192,6.985,9.85008,24.6252,Good
7.951,26.892,5.106,29.04896,6.759,10.26056,25.6514,Fair
7.957,26.878,3.677,29.12704,6.734,9.814840000000002,24.537100000000002,Good
7.948,26.778,,28.69504,6.593,,,Poor
7.966,26.764,41.589,28.539520000000003,7.176,33.32092,83.3023,Poor
7.956,26.81,,28.7424,7.055,,,Poor
7.964,26.83,,28.96,6.897,,,Poor
7.966,26.815,6.198,28.92672,6.973,12.377600000000001,30.944000000000003,Fair
7.974,26.811,4.571,28.994560000000003,6.984,11.407480000000001,28.518700000000003,Good
7.961,26.805,6.942,29.05984,6.872,13.2224,33.056,Fair
7.966,26.811,3.587,29.067520000000002,6.861,11.56028,28.9007,Good
7.949,26.79,14.852,29.06304,6.025,17.5448,43.861999999999995,Poor
7.958,26.803,3.603,29.27104,6.526,10.95644,27.3911,Good
7.955,26.779,2.869,29.132800000000003,6.551,10.160520000000002,25.401300000000003,Good
7.962,26.78,3.586,29.3152,6.49,10.734000000000002,26.835,Good
7.957,26.709,3.09,29.246080000000003,6.57,10.314720000000001,25.7868,Good
7.968,26.713,3.191,29.23584,6.568,10.433240000000001,26.0831,Good
7.965,26.72,3.063,29.24352,6.642,10.241800000000001,25.6045,Good
7.965,26.723,3.15,29.26976,6.543,10.48304,26.2076,Good
7.963,26.681,3.057,29.2544,6.56,10.364680000000002,25.911700000000003,Good
7.969,26.668,3.421,29.232640000000004,6.55,10.21244,25.531100000000002,Good
7.971,26.555,3.216,28.9632,6.615,10.020400000000002,25.051000000000002,Good
7.963,26.483,2.831,28.960639999999998,6.455,9.63964,24.0991,Good
7.951,26.482,2.836,29.03616,6.424,9.232159999999999,23.080399999999997,Good
7.968,26.454,3.127,28.89984,6.55,9.694120000000002,24.235300000000002,Good
7.949,26.433,3.034,28.95104,6.478,9.14784,22.8696,Good
7.969,26.414,3.225,28.83008,6.589,9.03452,22.5863,Good
7.97,26.295,3.206,28.73152,6.675,9.484800000000002,23.712000000000003,Good
7.972,26.276,3.247,28.8256,6.594,10.052680000000002,25.131700000000002,Good
7.969,26.246,3.299,28.777600000000003,6.653,10.027880000000001,25.0697,Good
7.963,26.243,3.304,28.81728,6.325,9.56264,23.906599999999997,Good
7.963,26.262,3.148,28.854400000000002,6.588,8.980960000000001,22.452400000000004,Good
7.98,26.331,3.292,28.87424,6.768,9.802480000000001,24.5062,Good
7.975,26.239,3.702,28.42176,6.834,10.027520000000003,25.068800000000003,Good
7.967,26.361,3.695,28.40448,6.784,9.47868,23.6967,Good
7.96,26.353,3.765,28.2592,6.713,9.984840000000002,24.962100000000003,Good
7.959,26.413,3.888,28.352,6.647,9.233839999999999,23.0846,Good
7.941,26.517,3.795,28.478080000000002,6.553,9.01916,22.5479,Good
7.963,26.489,4.44,28.645120000000002,6.698,9.75432,24.3858,Good
7.952,26.415,3.629,28.70528,6.512,8.957,22.392500000000002,Good
7.957,26.46,3.541,28.764160000000004,6.55,8.875800000000002,22.189500000000002,Good
7.94,26.484,3.4,28.8064,6.353,8.50192,21.2548,Good
7.961,26.521,3.169,28.88448,6.385,8.78548,21.9637,Good
7.931,26.509,2.809,28.93504,6.141,7.491720000000001,18.729300000000002,Good
7.933,26.461,3.21,28.95232,6.107,8.27568,20.6892,Good
7.912,26.456,2.816,28.93248,5.911,7.715680000000001,19.2892,Fair
7.911,26.434,2.986,29.02912,5.725,7.66472,19.1618,Fair
7.94,26.417,3.171,29.061120000000003,5.919,8.745560000000001,21.8639,Fair
7.926,26.409,3.427,29.086080000000003,5.962,8.90732,22.2683,Fair
7.873,26.42,4.758,29.088,5.462,9.254,23.134999999999998,Fair
7.851,26.403,3.718,29.101439999999997,5.074,9.13264,22.8316,Fair
7.848,26.413,3.734,29.07904,5.194,8.32144,20.803600000000003,Fair
7.869,26.416,3.684,29.156480000000002,5.078,8.552480000000001,21.3812,Fair
7.853,26.433,3.738,29.11616,4.943,9.08064,22.7016,Fair
7.896,26.449,3.969,29.08352,5.472,9.04292,22.6073,Fair
7.912,26.484,3.865,29.042559999999998,5.593,8.772920000000001,21.9323,Fair
7.895,26.46,3.927,29.112959999999998,5.593,9.1986,22.9965,Fair
7.925,26.437,3.936,29.154560000000004,4.905,9.135760000000001,22.8394,Fair
7.904,26.418,4.235,29.159679999999998,5.565,9.61524,24.0381,Fair
7.906,26.395,3.735,29.0912,4.35,8.7934,21.9835,Fair
7.905,26.368,4.089,29.101439999999997,5.641,9.28044,23.2011,Fair
7.881,26.395,3.967,29.092480000000002,5.108,9.218200000000001,23.0455,Fair
7.915,26.479,4.07,29.2512,5.876,9.26352,23.1588,Fair
7.932,26.438,3.859,29.1488,5.299,8.87204,22.1801,Fair
7.913,26.351,4.129,29.155839999999998,5.752,8.67668,21.691699999999997,Fair
7.921,26.21,3.477,29.042559999999998,5.39,8.2478,20.6195,Fair
7.926,26.198,4.079,29.056,5.97,8.99684,22.4921,Fair
7.947,26.131,3.856,28.957440000000002,5.187,8.942480000000002,22.3562,Fair
7.93,26.266,4.168,29.170560000000002,5.778,9.122080000000002,22.805200000000003,Fair
7.935,26.29,4.031,29.21216,4.12,8.8746,22.186499999999995,Fair
7.93,26.335,4.131,29.23968,5.827,9.2614,23.1535,Fair
7.917,26.179,3.834,29.17632,5.351,9.186720000000001,22.966800000000003,Fair
7.94,26.05,4.02,29.17376,5.828,9.190400000000002,22.976000000000003,Fair
7.936,26.011,4.405,29.1136,5.19,9.58308,23.9577,Fair
7.953,26.018,4.073,29.05408,6.023,8.963640000000002,22.409100000000002,Good
7.948,26.047,3.819,29.073919999999998,5.578,8.68716,21.7179,Fair
7.952,26.192,4.393,29.096320000000002,6.015,9.28156,23.2039,Good
7.959,26.149,3.752,29.05024,6.231,8.593520000000002,21.483800000000002,Good
7.945,26.102,4.619,29.022080000000003,6.063,9.51476,23.786900000000003,Good
7.933,26.155,4.554,29.064960000000003,5.989,8.533600000000002,21.334000000000003,Fair
7.941,25.904,3.831,28.996480000000002,5.967,8.198120000000001,20.4953,Fair
7.962,25.926,3.806,28.91456,6.326,8.33608,20.8402,Good
7.961,25.98,3.921,28.94656,6.293,8.851,22.1275,Good
7.962,25.903,3.819,28.871039999999997,6.427,8.53564,21.339100000000002,Good
7.952,25.653,4.3,28.6208,6.187,8.845040000000001,22.1126,Good
7.953,25.543,3.766,28.47488,6.256,8.723040000000001,21.8076,Good
7.964,25.539,4.221,28.55808,6.412,8.742920000000002,21.857300000000002,Good
7.965,25.444,3.527,28.3776,6.478,8.318119999999999,20.795299999999997,Good
7.949,25.484,4.024,28.4736,6.177,8.184320000000001,20.460800000000003,Good
7.953,25.453,3.786,28.30464,6.509,8.34784,20.8696,Good
7.951,25.459,4.16,28.260479999999998,6.281,8.437520000000001,21.0938,Good
7.929,25.61,3.931,28.47424,6.22,8.2554,20.6385,Good
7.941,25.625,3.892,28.44736,6.279,7.801200000000001,19.503,Good
7.94,25.595,3.962,28.35904,6.526,8.3664,20.916,Good
7.962,25.73,4.117,28.42304,6.552,8.221400000000001,20.5535,Good
7.952,25.699,3.801,28.41792,6.571,7.65252,19.1313,Good
7.949,25.722,5.762,28.41984,6.344,8.87656,22.191399999999998,Fair
7.949,25.722,5.762,28.41984,6.344,8.87656,22.191399999999998,Fair
7.903,25.783,3.496,28.4672,6.482,7.32024,18.3006,Good
7.965,26.283,4.08,28.68928,6.502,7.769839999999999,19.424599999999998,Good
7.97,26.081,3.864,28.5504,6.773,7.86008,19.650199999999998,Good
7.959,26.106,4.47,28.54272,6.491,8.222480000000001,20.5562,Good
7.959,26.792,3.523,28.773760000000003,6.752,7.7819600000000015,19.454900000000002,Good
7.939,27.189,4.448,28.520960000000002,6.534,8.57592,21.439799999999998,Good
7.921,27.201,4.722,28.420479999999998,6.503,8.678080000000001,21.695200000000003,Good
7.935,27.25,4.929,28.27072,6.587,8.8174,22.043499999999998,Good
7.933,27.133,4.674,28.39168,6.605,8.460640000000001,21.151600000000002,Good
7.939,27.162,4.183,28.881280000000004,6.482,8.17556,20.4389,Good
7.937,27.147,4.199,29.10592,6.491,8.246360000000001,20.615900000000003,Good
7.943,27.23,3.896,29.13344,6.531,7.840800000000001,19.602,Good
7.946,27.192,3.848,29.32544,6.542,7.84576,19.6144,Good
7.956,27.13,4.109,29.50528,6.54,8.037400000000002,20.093500000000002,Good
7.946,27.224,4.138,29.577600000000004,6.436,7.987920000000002,19.969800000000003,Good
7.957,27.227,4.666,29.6256,6.536,8.36576,20.9144,Good
7.94,27.374,4.081,29.49504,6.444,7.88012,19.7003,Good
7.934,27.793,4.385,29.078400000000002,6.523,8.00644,20.016099999999998,Good
7.922,27.992,4.591,28.928,6.562,8.211560000000002,20.528900000000004,Good
7.927,28.075,4.188,29.00736,6.673,7.9892,19.973,Good
7.92,28.062,3.937,29.0208,6.596,7.627160000000001,19.0679,Good
7.934,28.056,4.254,29.11872,6.579,8.05128,20.1282,Good
7.932,28.147,4.051,29.12256,6.708,7.989560000000001,19.9739,Good
7.913,28.119,4.49,29.185920000000003,6.368,8.223519999999999,20.558799999999998,Good
7.906,28.208,4.097,29.17312,6.485,7.9892400000000015,19.973100000000002,Good
7.922,28.344,3.777,29.23136,6.586,7.754519999999999,19.3863,Good
7.914,28.369,3.707,29.19168,6.645,7.95212,19.8803,Good
7.916,28.371,3.693,29.232640000000004,6.603,7.69988,19.2497,Good
7.924,28.401,4.176,28.63744,6.729,8.16728,20.4182,Good
7.934,28.374,4.587,29.281280000000002,6.702,8.51252,21.2813,Good
7.921,28.378,4.905,29.3024,6.681,8.942839999999999,22.357099999999996,Good
7.934,28.453,4.71,29.3664,6.639,9.011840000000001,22.529600000000002,Good
7.929,28.378,4.162,28.80704,6.816,8.417039999999998,21.042599999999997,Good
7.929,28.379,4.014,29.436799999999998,6.608,9.046720000000002,22.616800000000005,Good
7.945,28.458,3.922,29.4656,6.959,8.55544,21.3886,Good
7.932,28.522,6.423,29.58464,6.672,9.78036,24.450899999999997,Fair
7.948,28.529,3.865,29.66016,7.007,8.89972,22.249299999999998,Good
7.947,28.585,3.765,29.61984,6.896,9.1514,22.8785,Good
7.908,28.592,3.206,29.67872,6.774,8.06376,20.159399999999998,Good
7.942,28.481,3.98,29.84384,6.67,8.673680000000001,21.6842,Good
7.936,28.086,4.799,30.15872,6.645,8.38308,20.9577,Good
7.961,28.093,4.694,30.252800000000004,6.662,9.188640000000001,22.971600000000002,Good
7.943,28.127,4.364,30.02816,6.838,9.03656,22.5914,Good
7.954,27.764,4.269,30.457600000000003,6.364,8.71132,21.7783,Good
7.971,27.938,3.771,30.59712,6.652,8.68004,21.7001,Good
7.952,28.099,4.995,30.62208,6.339,8.362520000000002,20.9063,Good
7.952,28.218,4.044,30.65472,6.245,8.66864,21.671599999999998,Good
7.923,28.302,4.194,30.71168,5.878,8.71416,21.7854,Fair
7.924,28.251,3.725,30.61632,5.743,8.668680000000002,21.671700000000005,Fair
7.946,28.264,4.136,30.64832,6.102,9.47152,23.6788,Good
7.941,28.225,4.09,30.68992,5.797,9.021600000000001,22.554000000000002,Fair
7.951,28.238,4.369,30.61312,6.154,9.983640000000001,24.9591,Good
7.937,28.243,4.019,30.63232,6.11,9.29724,23.2431,Good
7.951,28.289,4.362,30.51904,6.271,9.704320000000001,24.2608,Good
7.949,28.29,4.199,30.51776,6.129,9.189000000000002,22.972500000000004,Good
7.926,28.251,4.44,30.62848,5.791,9.812880000000002,24.532200000000003,Fair
7.929,28.249,3.071,30.641280000000002,5.748,9.372919999999999,23.432299999999998,Fair
7.965,28.284,2.951,30.60288,6.349,9.370920000000002,23.427300000000002,Good
7.956,28.317,2.724,30.444160000000004,6.081,9.302959999999999,23.257399999999997,Good
7.947,28.287,3.464,30.487040000000004,6.022,9.54536,23.8634,Good
7.944,28.279,6.4,30.405120000000004,5.833,10.02632,25.0658,Fair
7.943,28.251,3.538,30.674560000000003,5.907,9.61968,24.0492,Fair
7.936,28.272,3.148,30.47488,5.362,9.07616,22.6904,Fair
7.928,28.212,3.568,30.45888,5.61,9.04576,22.6144,Fair
7.931,28.179,3.161,30.28736,5.712,8.54052,21.351300000000002,Fair
7.941,28.085,3.361,30.13824,6.169,9.493,23.7325,Good
7.925,28.076,2.959,30.096640000000004,6.115,8.080680000000001,20.201700000000002,Good
7.931,28.101,4.763,30.23104,6.059,9.741080000000002,24.352700000000002,Good
7.958,28.053,3.39,30.087040000000002,6.09,9.23024,23.0756,Good
7.968,27.882,3.955,29.858560000000004,6.664,9.98996,24.974899999999998,Good
7.951,27.936,3.609,29.995520000000003,6.517,8.97388,22.4347,Good
7.945,27.942,3.698,30.01728,6.472,9.282960000000001,23.2074,Good
7.959,27.91,3.594,29.89696,6.594,9.4692,23.673000000000002,Good
7.95,27.957,3.737,29.99872,6.443,9.32596,23.3149,Good
7.958,27.912,3.49,29.90848,6.72,9.47096,23.6774,Good
7.941,27.925,3.679,29.96736,6.188,9.491,23.7275,Good
7.95,27.931,3.384,29.925120000000003,6.352,9.082480000000002,22.706200000000003,Good
7.939,27.94,3.378,30.04416,6.173,9.1004,22.751,Good
7.949,27.919,3.223,29.98144,6.494,8.81452,22.0363,Good
7.957,27.909,3.457,29.95008,6.427,8.950920000000002,22.3773,Good
7.944,27.931,3.261,29.95392,6.514,8.977480000000002,22.443700000000003,Good
7.963,27.887,3.489,29.895680000000002,6.677,9.20116,23.0029,Good
7.966,28.192,3.877,29.43616,6.773,9.20236,23.0059,Good
7.95,27.813,4.143,28.72896,6.594,9.41004,23.5251,Good
7.945,28.214,4.068,28.9472,6.665,9.03792,22.5948,Good
7.954,28.291,3.705,29.328000000000003,6.613,8.74308,21.8577,Good
7.953,28.326,3.66,29.56416,6.613,8.52848,21.3212,Good
7.957,28.129,3.568,29.32352,6.55,8.579120000000001,21.4478,Good
7.953,28.387,3.705,29.870079999999998,6.61,8.74996,21.8749,Good
7.96,28.418,3.395,30.07168,6.582,8.04244,20.106099999999998,Good
7.946,28.435,3.426,30.124160000000003,6.539,8.0792,20.198,Good
7.954,28.458,3.819,30.250880000000002,6.463,8.902440000000002,22.256100000000004,Good
7.944,28.455,,30.2016,6.535,,,Poor
7.946,28.473,3.153,30.3264,6.231,8.54564,21.3641,Good
7.946,28.478,3.189,30.47872,6.37,7.63644,19.0911,Good
7.945,28.461,3.166,30.531840000000003,6.19,7.570079999999999,18.925199999999997,Good
7.934,28.451,3.14,30.428800000000003,6.296,7.726480000000001,19.316200000000002,Good
7.936,28.463,3.227,30.63744,6.056,7.8532399999999996,19.6331,Good
7.914,28.466,3.12,30.439040000000002,6.075,6.974080000000001,17.435200000000002,Good
7.939,28.403,3.308,30.49856,5.96,7.927440000000001,19.8186,Fair
7.917,28.377,5.877,30.18432,5.952,8.80996,22.0249,Fair
7.91,28.395,13.64,30.272,5.526,14.998800000000001,37.497,Fair
7.879,28.37,8.647,30.07296,5.329,10.677000000000001,26.692500000000003,Fair
7.872,28.375,5.212,30.15232,5.191,9.464400000000001,23.661,Fair
7.902,28.394,3.64,30.15232,5.644,7.5155199999999995,18.7888,Fair
7.892,28.39,4.021,30.18176,5.452,8.3254,20.813499999999998,Fair
7.901,28.289,3.193,30.06016,5.182,7.242920000000002,18.107300000000002,Fair
7.893,28.256,3.675,30.10304,5.4,7.869479999999999,19.673699999999997,Fair
7.909,28.016,3.551,29.80096,5.599,7.81668,19.5417,Fair
7.889,27.822,3.898,29.654400000000003,5.33,7.758960000000001,19.3974,Fair
7.918,27.689,3.59,29.59168,5.16,8.00272,20.0068,Fair
7.894,27.679,3.905,29.67232,5.551,8.18532,20.4633,Fair
7.915,27.643,3.37,29.653760000000002,5.687,7.64864,19.1216,Fair
7.899,27.577,3.674,29.57824,5.447,8.06016,20.150399999999998,Fair
7.917,27.665,3.326,29.671680000000002,5.426,8.0144,20.036,Fair
7.926,27.399,3.724,29.52,5.876,8.081520000000001,20.2038,Fair
7.924,27.403,3.464,29.464319999999997,6.027,7.85064,19.6266,Good
7.932,28.018,3.59,30.04352,5.981,8.37064,20.9266,Fair
7.936,27.942,3.15,29.95776,6.116,7.82696,19.5674,Good
7.922,27.943,3.48,30.04928,5.904,8.255439999999998,20.638599999999997,Fair
7.942,27.982,3.51,30.073600000000003,6.074,8.35016,20.8754,Good
7.934,28.073,3.306,30.1184,6.179,8.04304,20.107599999999998,Good
7.902,28.035,3.228,30.034560000000003,5.918,7.6708,19.177,Fair
7.934,28.048,3.734,30.07488,5.996,8.08184,20.2046,Fair
7.956,27.924,3.209,29.897600000000004,6.014,7.908120000000001,19.770300000000002,Good
7.937,27.883,3.613,29.94304,5.358,7.68084,19.202099999999998,Fair
7.937,27.843,3.591,29.97248,5.637,7.887640000000001,19.7191,Fair
7.95,28.189,3.828,30.28864,6.181,8.25512,20.6378,Good
7.943,28.085,3.333,30.13504,5.921,7.7346,19.3365,Fair
7.951,28.233,3.609,30.32768,6.151,8.00724,20.018099999999997,Good
7.958,28.067,3.385,30.12224,5.12,7.7427600000000005,19.3569,Fair
7.96,28.075,3.926,30.1312,6.252,8.056000000000001,20.14,Good
7.952,27.936,3.024,29.90016,6.368,7.66928,19.173199999999998,Good
7.952,27.837,3.306,29.89312,6.234,8.12256,20.3064,Good
7.937,27.413,3.066,29.44704,5.952,6.971040000000001,17.4276,Fair
7.942,27.269,3.813,29.328000000000003,6.335,8.15332,20.383300000000002,Good
7.933,27.199,3.544,29.109119999999997,6.418,7.639920000000001,19.099800000000002,Good
7.943,27.217,3.739,29.117440000000002,6.405,7.737559999999999,19.343899999999998,Good
7.943,27.242,3.954,29.11424,6.472,7.657360000000001,19.1434,Good
7.948,27.3,3.998,29.056,6.467,7.707600000000001,19.269000000000002,Good
7.949,27.344,3.793,29.056,6.559,7.771320000000002,19.428300000000004,Good
7.953,27.369,3.247,29.093760000000003,6.514,7.435320000000001,18.5883,Good
7.946,27.349,3.202,29.03808,6.516,7.26592,18.1648,Good
7.95,27.424,3.446,29.22432,6.415,7.689520000000001,19.2238,Good
7.927,27.428,3.295,29.16608,6.358,7.34404,18.3601,Good
7.927,27.428,3.295,29.16608,6.358,7.34404,18.3601,Good
7.94,27.486,3.277,29.20448,6.419,7.22108,18.052699999999998,Good
7.941,27.546,3.513,29.08544,6.515,7.74268,19.3567,Good
7.947,27.575,3.396,29.111680000000003,6.52,7.534800000000001,18.837,Good
7.939,27.613,3.307,29.1648,6.486,7.341240000000001,18.3531,Good
7.951,27.7,3.244,29.2704,6.549,7.3431999999999995,18.357999999999997,Good
7.952,27.839,3.635,29.393919999999998,6.593,7.72092,19.3023,Good
7.961,27.857,3.441,29.39904,6.664,7.54836,18.8709,Good
7.959,27.954,3.697,29.806720000000002,6.635,7.904120000000001,19.7603,Good
7.965,28.069,3.672,30.030079999999998,6.674,7.609520000000001,19.0238,Good
7.964,28.077,3.657,29.98912,6.666,7.858760000000001,19.646900000000002,Good
7.967,28.096,3.915,30.203519999999997,6.543,7.901480000000001,19.753700000000002,Good
7.971,28.089,3.778,29.80928,6.744,7.890719999999999,19.726799999999997,Good
7.976,28.064,3.922,29.61216,6.807,8.05832,20.145799999999998,Good
7.968,28.087,3.837,29.5744,6.89,8.206760000000001,20.5169,Good
7.966,28.1,3.537,29.52384,6.836,7.886200000000001,19.715500000000002,Good
7.97,28.054,3.649,29.466880000000003,6.923,8.357719999999999,20.894299999999998,Good
7.974,28.104,4.74,29.42592,6.922,9.12752,22.8188,Good
7.971,28.157,4.002,29.472640000000002,6.825,8.549760000000001,21.3744,Good
7.972,28.255,4.072,29.498240000000003,6.808,8.687600000000002,21.719,Good
7.962,28.301,3.849,29.500799999999998,6.803,8.500680000000001,21.2517,Good
7.967,28.376,4.139,29.505920000000003,6.779,8.73588,21.8397,Good
7.955,28.369,3.915,29.51232,6.788,8.347320000000002,20.8683,Good
7.959,28.374,3.73,29.47904,6.76,8.13272,20.3318,Good
7.965,28.367,3.78,29.4464,6.836,8.617360000000001,21.543400000000002,Good
7.961,28.366,3.595,29.4432,6.801,8.18388,20.459699999999998,Good
7.954,28.363,3.399,29.456,6.757,8.03964,20.0991,Good
7.956,28.35,3.76,29.472640000000002,6.804,8.244800000000001,20.612000000000002,Good
7.949,28.324,4.064,29.471999999999998,6.796,8.63472,21.5868,Good
7.95,28.317,3.476,29.47008,6.742,8.22216,20.5554,Good
7.942,28.311,6.547,29.495680000000004,6.665,9.844280000000001,24.6107,Fair
7.954,28.308,5.069,29.514879999999998,6.775,9.00284,22.5071,Fair
7.95,28.299,6.147,29.514879999999998,6.789,10.000120000000003,25.000300000000003,Fair
7.98,28.278,4.858,29.530880000000003,7.023,9.44504,23.6126,Good
7.98,28.244,,29.576320000000003,7.017,,,Poor
7.985,28.266,4.978,29.69792,7.018,9.55928,23.8982,Good
